Never too early to begin: computer science for high-school students,https://dl.acm.org/doi/10.1145/2325296.2325298
Alan turing and the other theory of computation,https://dl.acm.org/doi/10.1145/2325296.2325299
Standing on the shoulders of a giant: one person's experience of turing's impact,https://dl.acm.org/doi/10.1145/2325296.2325300
"Activities, affordances and attitude: how student-generated questions assist learning",https://dl.acm.org/doi/10.1145/2325296.2325302
Maximizing learning and guiding behavior in free play user generated content environments,https://dl.acm.org/doi/10.1145/2325296.2325303
Lectures abandoned: active learning by active seminars,https://dl.acm.org/doi/10.1145/2325296.2325304
Infusing computational thinking into the middle- and high-school curriculum,https://dl.acm.org/doi/10.1145/2325296.2325306
Pseudo abstract composition: the case of language concatenation,https://dl.acm.org/doi/10.1145/2325296.2325307
Teaching graph algorithms to children of all ages,https://dl.acm.org/doi/10.1145/2325296.2325308
Forming project groups while learning about matching and network flows in algorithms,https://dl.acm.org/doi/10.1145/2325296.2325310
"Refinement of an experimental approach tocomputer-based, active learning of greedy algorithms",https://dl.acm.org/doi/10.1145/2325296.2325311
Digging for algorithmic nuggets in the land of polyominoes,https://dl.acm.org/doi/10.1145/2325296.2325312
The empirically refined competence structure model for embedded micro- and nanosystems,https://dl.acm.org/doi/10.1145/2325296.2325314
Supporting operating systems projects using the μMPS2 hardware simulator,https://dl.acm.org/doi/10.1145/2325296.2325315
Integrating data-intensive cloud computing with multicores and clusters in an HPC course,https://dl.acm.org/doi/10.1145/2325296.2325316
All syntax errors are not equal,https://dl.acm.org/doi/10.1145/2325296.2325318
Code comprehension problems as learning events,https://dl.acm.org/doi/10.1145/2325296.2325319
An open-ended environment for teaching Java in context,https://dl.acm.org/doi/10.1145/2325296.2325320
On teaching arrays with test-driven learning in WebIDE,https://dl.acm.org/doi/10.1145/2325296.2325322
"JUG: a JUnit generation, time complexity analysis and reporting tool to streamline grading",https://dl.acm.org/doi/10.1145/2325296.2325323
Exploring influences on student adherence to test-driven development,https://dl.acm.org/doi/10.1145/2325296.2325324
Statistical evidence of the correlation between mental ability to compute and student performance in undergraduate courses,https://dl.acm.org/doi/10.1145/2325296.2325326
"Grade inflation, what students value, and the necessity of suffering",https://dl.acm.org/doi/10.1145/2325296.2325327
Instructor-centric source code plagiarism detection and plagiarism corpus,https://dl.acm.org/doi/10.1145/2325296.2325328
Enriching introductory programming courses with non-intuitive probability experiments component,https://dl.acm.org/doi/10.1145/2325296.2325330
A study on students' behaviours and attitudes towards learning to program,https://dl.acm.org/doi/10.1145/2325296.2325331
Initial results of using an intelligent tutoring system with Alice,https://dl.acm.org/doi/10.1145/2325296.2325332
Student reactions to classroom lecture capture,https://dl.acm.org/doi/10.1145/2325296.2325334
Beyond PDF and ePub: toward an interactive textbook,https://dl.acm.org/doi/10.1145/2325296.2325335
The future of teaching programming is on mobile devices,https://dl.acm.org/doi/10.1145/2325296.2325336
Evaluation of a collaborative instructional framework for programming learning,https://dl.acm.org/doi/10.1145/2325296.2325338
"Capstone project: fair, just and accountable assessment",https://dl.acm.org/doi/10.1145/2325296.2325339
Comparing the effectiveness of different educational uses of program animations,https://dl.acm.org/doi/10.1145/2325296.2325340
Pros and cons for teaching courses in the classroom and online simultaneously,https://dl.acm.org/doi/10.1145/2325296.2325342
SpecCheck: automated generation of tests for interface conformance,https://dl.acm.org/doi/10.1145/2325296.2325343
PETCHA: a programming exercises teaching assistant,https://dl.acm.org/doi/10.1145/2325296.2325344
Spaghetti for the main course?: observations on the naturalness of scenario-based programming,https://dl.acm.org/doi/10.1145/2325296.2325346
A new curriculum for junior-high in computer science,https://dl.acm.org/doi/10.1145/2325296.2325347
Outreach for improved student performance: a game design and development curriculum,https://dl.acm.org/doi/10.1145/2325296.2325348
CS1001.py: a topic-based introduction to computer science,https://dl.acm.org/doi/10.1145/2325296.2325350
Are children capable of learning image processing concepts?: cognitive and affective aspects,https://dl.acm.org/doi/10.1145/2325296.2325351
OpenIRS-UCM: an open-source multi-platform for interactive response systems,https://dl.acm.org/doi/10.1145/2325296.2325352
A method to construct counterexamples for greedy algorithms,https://dl.acm.org/doi/10.1145/2325296.2325353
Integrating AI and machine learning in software engineering course for high school students,https://dl.acm.org/doi/10.1145/2325296.2325354
An interactive functional programming tutor,https://dl.acm.org/doi/10.1145/2325296.2325356
V-lab: a cloud-based virtual laboratory platform for hands-on networking courses,https://dl.acm.org/doi/10.1145/2325296.2325357
Serious toys: teaching the binary number system,https://dl.acm.org/doi/10.1145/2325296.2325358
Bio1 as CS1: evaluating a crossdisciplinary CS context,https://dl.acm.org/doi/10.1145/2325296.2325360
A study of stereotype threat in computer science,https://dl.acm.org/doi/10.1145/2325296.2325361
What do computer scientists do?: a survey of CS and non-CS liberal arts faculty,https://dl.acm.org/doi/10.1145/2325296.2325362
Novices' perceptions and experiences of a mobile social learning environment for learning of programming,https://dl.acm.org/doi/10.1145/2325296.2325364
Choosing a study mode in blended learning,https://dl.acm.org/doi/10.1145/2325296.2325365
cs4fn: a flexible model for computer science outreach,https://dl.acm.org/doi/10.1145/2325296.2325366
"Anatomy, dissection, and mechanics of an introductory cyber-security course's curriculum at the United States naval academy",https://dl.acm.org/doi/10.1145/2325296.2325367
Fuzzy OOP: expanded and reduced term interpretations,https://dl.acm.org/doi/10.1145/2325296.2325368
Formal learning groups in an introductory CS course: a qualitative exploration,https://dl.acm.org/doi/10.1145/2325296.2325369
Competitive evaluation in a video game development course,https://dl.acm.org/doi/10.1145/2325296.2325371
User interface evaluation by novices,https://dl.acm.org/doi/10.1145/2325296.2325372
MyTuringTable: a teaching tool to accompany Turing's original paper on computability,https://dl.acm.org/doi/10.1145/2325296.2325373
Integrating the teaching of algorithmic patterns into computer science teacher preparation programs,https://dl.acm.org/doi/10.1145/2325296.2325375
μPython: non-majors programming from the very first lecture,https://dl.acm.org/doi/10.1145/2325296.2325376
Engaging computer science in traditional education: the ECSITE project,https://dl.acm.org/doi/10.1145/2325296.2325377
A systematic approach to teaching abstraction and mathematical modeling,https://dl.acm.org/doi/10.1145/2325296.2325378
The new CSTA K--12 computer science standards,https://dl.acm.org/doi/10.1145/2325296.2325380
Computer science as a community involvement activity,https://dl.acm.org/doi/10.1145/2325296.2325381
Assessing the benefits of integrating social issues components in the computing curriculum,https://dl.acm.org/doi/10.1145/2325296.2325382
Programming studio: advances and lessons learned,https://dl.acm.org/doi/10.1145/2325296.2325384
Sample courseware for introductory OO programming,https://dl.acm.org/doi/10.1145/2325296.2325385
A web-based problem solving tool for introductory computer science,https://dl.acm.org/doi/10.1145/2325296.2325386
Techniques at the intersection of computing and music,https://dl.acm.org/doi/10.1145/2325296.2325387
Nintendo® DS projects to learn computer input-output,https://dl.acm.org/doi/10.1145/2325296.2325388
Using professional and ethical themes,https://dl.acm.org/doi/10.1145/2325296.2325389
Breadth first search (animation and obstacle avoidance),https://dl.acm.org/doi/10.1145/2325296.2325390
Teaching labs on pseudorandom number generation,https://dl.acm.org/doi/10.1145/2325296.2325392
Best practices for time-management of student groups with heterogeneous effort,https://dl.acm.org/doi/10.1145/2325296.2325393
Developing contexts for teaching Java using AGUIA/J,https://dl.acm.org/doi/10.1145/2325296.2325394
The presenter first design approach,https://dl.acm.org/doi/10.1145/2325296.2325395
A hardware simulator for teaching CPU design,https://dl.acm.org/doi/10.1145/2325296.2325396
Introvert educators: techniques to be effective in the traditional face-to-face CS classroom,https://dl.acm.org/doi/10.1145/2325296.2325397
