Session details: Opening Keynote,https://dl.acm.org/doi/10.1145/3247814
The Evolution Before the Revolution,https://dl.acm.org/doi/10.1145/3159450.3166085
Session details: Paper Session: Automated Support for Education,https://dl.acm.org/doi/10.1145/3247815
The Effect of a Web-based Coding Tool with Automatic Feedback on Students' Performance and Perceptions,https://dl.acm.org/doi/10.1145/3159450.3159579
Assessing Bootstrap: Algebra Students on Scaffolded and Unscaffolded Word Problems,https://dl.acm.org/doi/10.1145/3159450.3159498
On the Use of Semantic-Based AIG to Automatically Generate Programming Exercises,https://dl.acm.org/doi/10.1145/3159450.3159608
Session details: Paper Session: Courses for Non-majors,https://dl.acm.org/doi/10.1145/3247816
Mixed Approaches to CS0: Exploring Topic and Pedagogy Variance after Six Years of CS0,https://dl.acm.org/doi/10.1145/3159450.3159592
Designing an Introductory Programming Course to Improve Non-Majors' Experiences,https://dl.acm.org/doi/10.1145/3159450.3159548
Brain-Computer Interface for Novice Programmers,https://dl.acm.org/doi/10.1145/3159450.3159603
Session details: Paper Session: CS4All,https://dl.acm.org/doi/10.1145/3247817
CS for All: Catering to Diversity of Master's Students through Assignment Choices,https://dl.acm.org/doi/10.1145/3159450.3159464
A Landscape Study of Computer Science Education in NYC: Early Findings and Implications for Policy and Practice,https://dl.acm.org/doi/10.1145/3159450.3159467
Equal Outcomes 4 All: A Study of Student Learning in ECS,https://dl.acm.org/doi/10.1145/3159450.3159529
Session details: Paper Session: Cybersecurity #1,https://dl.acm.org/doi/10.1145/3247818
Challenges Arising from Prerequisite Testing in Cybersecurity Games,https://dl.acm.org/doi/10.1145/3159450.3159454
Assessing the Impact of a National Cybersecurity Competition on Students' Career Interests,https://dl.acm.org/doi/10.1145/3159450.3159462
Game based Cybersecurity Training for High School Students,https://dl.acm.org/doi/10.1145/3159450.3159591
Session details: Paper Session: Introductory Courses,https://dl.acm.org/doi/10.1145/3247819
The Effect of Reporting Known Issues on Students' Work,https://dl.acm.org/doi/10.1145/3159450.3159456
Quantifying the Benefits of Prior Programming Experience in an Introductory Computer Science Course,https://dl.acm.org/doi/10.1145/3159450.3159480
Python Versus C++: An Analysis of Student Struggle on Small Coding Exercises in Introductory Programming Courses,https://dl.acm.org/doi/10.1145/3159450.3160586
Session details: Paper Session: Systems Courses,https://dl.acm.org/doi/10.1145/3247820
Portable Parallel Computing with the Raspberry Pi,https://dl.acm.org/doi/10.1145/3159450.3159558
A User Space-based Project for Practicing Core Memory Management Concepts,https://dl.acm.org/doi/10.1145/3159450.3159581
Implementing Malloc: Students and Systems Programming,https://dl.acm.org/doi/10.1145/3159450.3159597
Session details: Paper Session: Pedagogy #1,https://dl.acm.org/doi/10.1145/3247821
TMOSS: Using Intermediate Assignment Work to Understand Excessive Collaboration in Large Classes,https://dl.acm.org/doi/10.1145/3159450.3159490
Social Help-seeking Strategies in a Programming MOOC,https://dl.acm.org/doi/10.1145/3159450.3159495
Lightweight Techniques to Support Students in Large Classes,https://dl.acm.org/doi/10.1145/3159450.3159601
Holistic Approaches to Computer Science,https://dl.acm.org/doi/10.1145/3159450.3159614
Integrating Social Good into CS Education,https://dl.acm.org/doi/10.1145/3159450.3159622
"What Would You Say if...: Responding to Microaggressions, Bias, and Other Nonsense",https://dl.acm.org/doi/10.1145/3159450.3159634
NSF/IEEE-TCPP Curriculum Initiative on Parallel and Distributed Computing: Status Report,https://dl.acm.org/doi/10.1145/3159450.3159632
Session details: First Timer's Lunch Keynote & 2018 SIGCSE Award for Lifetime Service to the Computer Science Education Community,https://dl.acm.org/doi/10.1145/3247822
Teaching Computer Science in a Time of Opportunities and Challenges,https://dl.acm.org/doi/10.1145/3159450.3166086
Session details: Paper Session: Computational Thinking #1,https://dl.acm.org/doi/10.1145/3247823
Computational Thinking for All: An Experience Report on Scaling up Teaching Computational Thinking to All Students in a Major City in Sweden,https://dl.acm.org/doi/10.1145/3159450.3159586
Analysis of Collaborative Learning in a Computational Thinking Class,https://dl.acm.org/doi/10.1145/3159450.3159470
The Computational Algorithmic Thinking (CAT) Capability Flow: An Approach to Articulating CAT Capabilities over Time in African-American Middle-school Girls,https://dl.acm.org/doi/10.1145/3159450.3159473
Session details: Paper Session: Creativity,https://dl.acm.org/doi/10.1145/3247824
"Examining the Impact of Computational Creativity Exercises on College Computer Science Students' Learning, Achievement, Self-Efficacy, and Creativity",https://dl.acm.org/doi/10.1145/3159450.3159459
"Creativity, Customization, and Ownership: Game Design in Bootstrap: Algebra",https://dl.acm.org/doi/10.1145/3159450.3159471
Updating Introductory Computer Science with Creative Computation,https://dl.acm.org/doi/10.1145/3159450.3159539
Session details: Paper Session: Cybersecurity #2,https://dl.acm.org/doi/10.1145/3247825
Timely Feedback in Unstructured Cybersecurity Exercises,https://dl.acm.org/doi/10.1145/3159450.3159561
Teaching Cyber Security Using Competitive Software Obfuscation and Reverse Engineering Activities,https://dl.acm.org/doi/10.1145/3159450.3159489
Enhancing Security Education Through Designing SDN Security Labs in CloudLab,https://dl.acm.org/doi/10.1145/3159450.3159514
Session details: Paper Session: Diverse Topics in CS Ed,https://dl.acm.org/doi/10.1145/3247826
Understanding Professional Identities and Goals of Computer Science Undergraduate Students,https://dl.acm.org/doi/10.1145/3159450.3159474
Who Teaches Accessibility?: A Survey of U.S. Computing Faculty,https://dl.acm.org/doi/10.1145/3159450.3159484
A Survey of Instructors' Experiences Supporting StudentLearning using HFOSS Projects,https://dl.acm.org/doi/10.1145/3159450.3159524
Session details: Paper Session: Pedagogy #2,https://dl.acm.org/doi/10.1145/3247827
Supporting Differentiated Instruction in Programming Courses through Permanent Progress Monitoring,https://dl.acm.org/doi/10.1145/3159450.3159578
"Reflections on 17 years of ICT Capstone Project Coordination: Effective Strategies for Managing Clients, Teams and Assessment",https://dl.acm.org/doi/10.1145/3159450.3159584
Design and Evaluation of an Undergraduate Course on Software Development Practices,https://dl.acm.org/doi/10.1145/3159450.3159542
Session details: Paper Session: Science Education,https://dl.acm.org/doi/10.1145/3247828
Low-Cost Programmable Air Quality Sensor Kits in Science Education,https://dl.acm.org/doi/10.1145/3159450.3159569
"A Biology-themed Introductory CS Course at a Large, Diverse Public University",https://dl.acm.org/doi/10.1145/3159450.3159538
Programming the Central Dogma: An Integrated Unit on Computer Science and Molecular Biology Concepts,https://dl.acm.org/doi/10.1145/3159450.3159590
Session details: Paper Session: Visualization,https://dl.acm.org/doi/10.1145/3247829
PVC: Visualizing C Programs on Web Browsers for Novices,https://dl.acm.org/doi/10.1145/3159450.3159566
Instructor Perspectives on Comparative Heatmap Visualizations of Student Engagement with Lecture Video,https://dl.acm.org/doi/10.1145/3159450.3159487
Supporting Self-Regulated Learning with Visualizations in Online Learning Environments,https://dl.acm.org/doi/10.1145/3159450.3159509
Fostering Meaningful Collaboration in an Interdisciplinary Capstone Course,https://dl.acm.org/doi/10.1145/3159450.3159625
Team-Teaching with Colleagues in the Arts and Humanities,https://dl.acm.org/doi/10.1145/3159450.3159617
SIGCSE Special Session: Evaluating CS4All Initiatives---Challenges and Opportunities,https://dl.acm.org/doi/10.1145/3159450.3159638
"Five Slides About: Abstraction, Arrays, Uncomputability, Networks, Digital Portfolios, and the CS Principles Explore Performance Task",https://dl.acm.org/doi/10.1145/3159450.3159645
Session details: SRC Session,https://dl.acm.org/doi/10.1145/3247830
A Four Point Student-Led Strategy for Attracting Diverse Small College Commuter Campus Students to Computer Science: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162331
A Mental Approach to Software Testing: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162332
Software Engineering Education: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162333
Air Pollution Data Analysis Platform for Computer Science Education Projects: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162334
Developing a Blocked Based Language for the Adafruit Circuit Playground: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162335
Weather Radar Algorithm Development using Google Blockly: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162336
Toward Continuous Assessment of the Programming Process: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162337
Quantum Artificial Intelligence for Natural Language Processing Applications: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162338
Modelling Correct Operation of Webcams for Security Purposes: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162339
Study Genie: An Intelligent and Collaborative Web-based Study Platform (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162340
Automation for Instruction Enhancing Feedback: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162341
Social Motivators and Inhibitors for Women Entering Software Engineering through Coding Bootcamps vs. Computer Science Bachelor's Degrees: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162342
Intelligent Group Suggestions Based on Students' Conceptual Understanding: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162343
Below C Level: A Simulator for Visualizing x86-64 (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162344
Summit Selection: Designing a Feature Selection Technique to Support Mixed Data Analysis (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162345
Creating a Classroom Programming Lab Using Android and Blockly: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162346
Change Impact using Dynamic History Analysis: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162347
WebBCI: An Electroencephalography Toolkit Built on Modern Web Technologies (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162324
"Reported Development of Computational Thinking, Through Computer Science and Programming, and its Benefits for Primary School Students: (Abstract Only)",https://dl.acm.org/doi/10.1145/3159450.3162325
Developing Software Engineers: A Study of Professionalization in a CS Senior Capstone (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162326
BeginToReason: An Introduction to Symbolic Reasoning (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162328
Improve Feedback Mechanism in Programming Assessment Systems with Progress Indicators and Reward to Foster Students' Growth Mindset: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162329
Teaching Programming Style in CS 1 with Erroneous Examples: (Abstract Only),https://dl.acm.org/doi/10.1145/3159450.3162330
Session details: Paper Session: Auto-graders,https://dl.acm.org/doi/10.1145/3247831
Providing Meaningful Feedback for Autograding of Programming Assignments,https://dl.acm.org/doi/10.1145/3159450.3159502
ArTEMiS: An Automatic Assessment Management System for Interactive Learning,https://dl.acm.org/doi/10.1145/3159450.3159602
MRS: Automated Assessment of Interactive Classroom Exercises,https://dl.acm.org/doi/10.1145/3159450.3159607
Session details: Paper Session: Computational Thinking #2,https://dl.acm.org/doi/10.1145/3247832
Incorporating Computational Thinking in the Classrooms of Puerto Rico: How a MOOC Served as an Outreach and Recruitment Tool for Computer Science Education,https://dl.acm.org/doi/10.1145/3159450.3159544
Increasing Student Self-Efficacy in Computational Thinking via STEM Outreach Programs,https://dl.acm.org/doi/10.1145/3159450.3159593
Introducing Computational Thinking through Non-Programming Science Activities,https://dl.acm.org/doi/10.1145/3159450.3159520
Session details: Paper Session: Databases,https://dl.acm.org/doi/10.1145/3247833
Teaching NoSQL Databases to Undergraduate Students: A Novel Approach,https://dl.acm.org/doi/10.1145/3159450.3159554
A Visual Introduction to Conceptual Database Design for All,https://dl.acm.org/doi/10.1145/3159450.3159555
Improving Classroom Preparedness Using Guided Practice,https://dl.acm.org/doi/10.1145/3159450.3159571
Session details: Paper Session: Pedagogy #3,https://dl.acm.org/doi/10.1145/3247834
Unencapsulated Collection: A Teachable Design Smell,https://dl.acm.org/doi/10.1145/3159450.3159469
Instructional Design + Knowledge Components: A Systematic Method for Refining Instruction,https://dl.acm.org/doi/10.1145/3159450.3159478
An Explicit Strategy to Scaffold Novice Program Tracing,https://dl.acm.org/doi/10.1145/3159450.3159527
Session details: Paper Session: Retention in CS,https://dl.acm.org/doi/10.1145/3247835
Future-Oriented Motivation and Retention in Computer Science,https://dl.acm.org/doi/10.1145/3159450.3159513
Helping Underrepresented Students Succeed in AP CSA and Beyond,https://dl.acm.org/doi/10.1145/3159450.3159517
The Components of a Successful S-STEM Program: What Works at Appalachian State University,https://dl.acm.org/doi/10.1145/3159450.3159600
Session details: Paper Session: Robotics,https://dl.acm.org/doi/10.1145/3247836
Enhancing Robotic Experiences throughout the Computing Curriculum,https://dl.acm.org/doi/10.1145/3159450.3159580
Enhanced Robotics!: Improving Building and Programming Learning Experiences for Students with Visual Impairments,https://dl.acm.org/doi/10.1145/3159450.3159501
Experiences in Teaching the Internet of Things Courses,https://dl.acm.org/doi/10.1145/3159450.3159549
Session details: Paper Session: Security Education,https://dl.acm.org/doi/10.1145/3247837
Enhancing Interest in Cybersecurity Careers: A Peer Mentoring Perspective,https://dl.acm.org/doi/10.1145/3159450.3159563
Evaluating Two Methods for Integrating Secure Programming Education,https://dl.acm.org/doi/10.1145/3159450.3159511
Using Virtual Machine Introspection for Operating Systems Security Education,https://dl.acm.org/doi/10.1145/3159450.3159606
Writing in CS: Why and How?,https://dl.acm.org/doi/10.1145/3159450.3159620
Perfect Harmony: Team Teaching Computing & Music,https://dl.acm.org/doi/10.1145/3159450.3159619
CS as a Graduation Requirement: Catalyst for Systemic Change,https://dl.acm.org/doi/10.1145/3159450.3159646
Striving for Excellence in Introductory Computer Science Courses Using Culturally Responsive Teaching (CRT),https://dl.acm.org/doi/10.1145/3159450.3159631
Session details: Morning Keynote & 2018 SIGCSE Award for Outstanding Contributions to Computer Science Education,https://dl.acm.org/doi/10.1145/3247838
What's the Big Idea with CS Education in K-12?,https://dl.acm.org/doi/10.1145/3159450.3166087
Session details: Paper Session: CS1 #1,https://dl.acm.org/doi/10.1145/3247839
Longitudinal Data on Flipped Class Effects on Performance in CS1 and Retention after CS1,https://dl.acm.org/doi/10.1145/3159450.3159518
Does Native Language Play a Role in Learning a Programming Language?,https://dl.acm.org/doi/10.1145/3159450.3159531
Tracing vs. Writing Code: Beyond the Learning Hierarchy,https://dl.acm.org/doi/10.1145/3159450.3159530
Session details: Paper Session: Curriculum Issues #1,https://dl.acm.org/doi/10.1145/3247840
Understanding the New ABET Computer Science Criteria,https://dl.acm.org/doi/10.1145/3159450.3159534
Computer Science Curricular Guidance for Associate-Degree Transfer Programs,https://dl.acm.org/doi/10.1145/3159450.3159536
A Systematic Review of the Use of Bloom's Taxonomy in Computer Science Education,https://dl.acm.org/doi/10.1145/3159450.3159491
Session details: Paper Session: Diversity #1,https://dl.acm.org/doi/10.1145/3247841
Culturally-Centric Outreach and Engagement for Underserved Groups in STEM,https://dl.acm.org/doi/10.1145/3159450.3159565
Looking Beyond Representation: How Women Develop Their Leadership Perceptions During the Introductory Computing Course,https://dl.acm.org/doi/10.1145/3159450.3159458
A Model for Increasing Gender Diversity in Technology,https://dl.acm.org/doi/10.1145/3159450.3159533
